text,label
椹川大道北与康强路交汇处发生重大交通事故致死伤碧海银沙网讯今天日下午起梁姓李姓苏姓陈姓吴姓等市民纷纷来电说赤坎椹川大道北发生重大交通事故巡城马迅速到场采访一辆鱼峰大型水泥搅拌车从霞山方向行至椹川大道北右转康强路时突然侧翻倒地一骑自行车老人和小女孩被倾泻的水泥和石子埋了半截并当场死亡而一骑电动车妇女被车头撞上并被车轧住右脚导致因碎裂而严重受伤事故发生在椹川大道北与康强路交汇处据不少目击者介绍下午两点半左右一辆鱼峰大型水泥搅拌车从霞山方向行至椹川大道北右转康强路时突然侧翻倒地致使车上水泥和石子倾泻于路面令人惨不忍睹的是整车翻倒的瞬间先是车头撞上迎面而来的一名岁左右骑电动车的妇女并轧住其右脚导致其脚碎裂严重受伤接着车身及倾泻的水泥将刚好从车身旁经过的骑自行车的一岁左右老人和约十二三岁的小女孩埋了半截导致老人和小女孩当场死亡司机则敲碎车窗自行逃出只受轻伤事故发生后市赤坎区公安交警消防等火速到场处置骑电动车妇女被立即送到医院救治又调来辆大型吊车将水泥搅拌车吊起将被轧的老人和小女孩救出来并急救但最终无法救回两人的生命现场人山人海目前具体的事故原因正在全力侦察中,交通事故
昆石高速车连环相撞年月日当日云南石林风景区至昆明的高速公路上连续发生起交通事故共有辆汽车相撞目前已造成至少人死亡多人重伤事故原因正在调查中,交通事故
跑车撞护栏四轮朝天车内两女一人无碍一人受伤年月日本报讯记者张武昨天凌晨点半工人体育场北路一辆三菱跑车撞到路中央的护栏后四轮朝天翻倒在路上车内两名女子一人无碍一人面部受伤事故导致余米长的一段隔离护栏被撞倒肇事的红色三菱跑车四轮朝天躺在地上跑车前部受损严重车内的一些物品也被甩到路上事故导致现场周围道路拥堵两名交警在现场疏导目击者周先生说凌晨点半他在家中听见外面咣的一声响从窗户中看到是一辆跑车翻倒在路中央周先生赶出来准备救人时车里两名女子已自行爬出其中一人捂着右脸鲜血不停从其指缝处涌出随后两名女子被送到武警医院其中面部受伤的女子伤势较重伴有昏迷状态另一人并无大碍,交通事故
两车追尾当场死伤昨日清晨时许新国道锡沪路段发生一起交通事故一辆卡车与一辆面包车发生追尾事故共造成车内人死亡其余人不同程度受伤至下午点发稿时名伤员中有人仍在抢救中在事故现场面包车被撞得面目全非地上全是玻璃碎片受轻伤的卡车司机慌张地说当时卡车内就其一人车子下坡时前方车辆很多不知怎么回事两车就撞在一起了面包车里的受伤乘客说他们车内当时有人一早从张泾出发的不料却遭此意外面包车内的那名死者来自四川车祸发生后伤员被立即送往锡山人民医院抢救,交通事故
天门妇女结伴去打工京山遇车祸死伤年月日前日凌晨汉宜线京山段发生特大交通事故一辆三轮车与大货车相撞导致人当场死亡两人受重伤两人受轻伤据了解天门市石河镇的名妇女于前日相约一起到京山县的雁门口去打零工帮当地的农户摘花生当晚请了邻村冯某的一辆货三轮送她们到京山雁门口前日凌晨时左右名妇女上了货三轮当车行至汉宜线京山钱场段省道处时与迎面而来的一辆拖石灰的京山籍大货车相撞当时只觉得一阵轰响三轮车突然翻滚随后就失去知觉伤势较轻的龚小香回忆等醒来时才发现三轮车已翻到路边名同伴已血肉模糊当场死亡另两名同伴受重伤她与在一旁呻吟的刘某还较清醒事发后路过的司机帮忙拨打报警随后京山交警赶到现场施救将伤势较重的王某贾某送入当地医院救治日前肇事大货车司机和货三轮司机被警方控制事故原因尚在调查中,交通事故
湖北二广高速路大客车翻覆人受伤中新网荆门月日电吴奇勇日凌晨时分许二广高速公里米处湖北省荆门市沙洋县纪山镇付场村路段一辆北京开往湖南张家界的车号为湘大客车发生车祸客车翻覆到高速护栏下导致人受伤重伤有人其中危重人据参加现场救助的湖北省沙洋县宣传部副部长段红蕾介绍接到报警后事发地湖北荆门市副市长周松青和沙洋县委书记梁早阳等第一时间赶到现场组织当地公安消防卫生等部门紧急施救名伤者中除两人送往荆门市石化医院外其他全部就近送往湖北省荆州市多家医院救治名伤者中有重伤人其中危重人据现场施救的湖北高警总队三支队支队长韩介绍经初步调查湘大客车为湖南省张家界汽运公司第二直属分公司车辆事发时由北京开往张家界当时大客车向左过中央隔离带再冲开对向车道护栏翻覆到护坡下客车事发时载客人截止记者发稿时伤员已经全部送往医院治疗高警和路政人员仍在清理现场二广高速事发地段通行未受影响事故原因还在进一步调查中,交通事故
合肥高速两车相撞人死亡人受伤新华网合肥月日电记者程士华记者从合肥市交警部门获悉日凌晨合合肥宁南京高速公路上一辆货车与一辆大客车相撞截至记者发稿时这起事故已造成人死亡人受伤据处理事故的合肥市交警支队高速公路一大队交警介绍月日凌晨时许一辆挂着江苏牌照的大货车在行经合宁高速公路合肥南京处时与来自河南省信阳市的一辆大客车相撞事故发生地点位于合肥市境内目前已造成人死亡人不同程度受伤合肥市委市政府高度重视市政府分管领导率市公安安监卫生等部门主要负责人于第一时间赶赴现场部署指挥救援工作并到医院看望事故中受伤人员同时要求市有关部门全力救治受伤人员立即开始事故调查认真做好善后工作,交通事故
五位清华博士后沧州出车祸月日上午时分京沪高速公路沧州服务区附近一辆由北向南行驶的金杯面包车撞到高速公路护栏上车上名清华大学博士后研究人员及名司机受伤被紧急送往沧州二医院抢救截至发稿时仍有一名张姓博士后研究人员尚未脱离危险,交通事故
澄城一工商执法车撞上摩托车人死亡人重伤年月日本报渭南讯党博记者张军建月日晚时分澄城县古徽街九路口发生一起重大交通事故该县工商局一名工作人员驾驶的一辆面包车与一辆摩托车相撞后翻车车祸造成人死亡人重伤月日晚时分左右在澄城县古徽街九路口一辆车牌号为陕车身喷有的白色面包车由北向南行驶中与迎面而来的一辆摩托车相撞两车相撞后面包车翻倒在地将摩托司机压在车下车祸造成面包车司机马正平以及摩托车上的张某和殷某身负重伤民警和急救车先后赶到现场三名伤者被紧急送到澄城县人民医院抢救马正平与殷某经抢救无效死亡据目击者称事发时面包车由北向南行驶当时车速很快车身摇摆的很厉害车祸发生时面包车完全靠着路南逆向行驶致使惨剧发生昨日下午在澄城县人民医院据一位姓张的医务人员告诉记者月日晚上时月日凌晨时马正平与殷某因伤势严重经抢救无效死亡伤者张某因头骨骨折目前还在抢救中据了解面包车司机马正平为澄城县工商局大市场工商所聘用的工作人员其主要负责澄城县交通乡雷家洼乡的工商管理费征收工作,交通事故
超载中巴迎面撞上大客作者佚名新闻来源新京报本报讯月日时分在国道河北黄骅市滕庄子乡康庄子路口一辆大客车和一辆中巴客车迎头相撞截至昨日时已有人死亡另有人受伤其中人伤势较重目前这些伤者正在医院进行救治,交通事故
摩托车撞大货一死一伤年月日本报讯实习生苏季昨晨大兴亦庄开发区一路口发生车祸一辆摩托车与货车相撞造成摩托车上人员一死一伤事故发生在同济南路与景园街相交的十字路口处目击者张先生说早上点半左右一辆摩托车和一辆路过大货车相撞摩托车上两人摔了出去张先生说两人当时都没戴头盔,交通事故
海文高速小汽车交通事故致死伤年月日南海网月日消息月日下午时左右海文高速公路文昌至海口方向公里处发生一起重大交通事故酿成死伤的惨剧日下午时分文昌市公安消防支队接到增援海口支队的命令在海文高速文昌至海口方向公里处一辆车牌号为琼的小汽车发生交通事故车上名乘客被困情况紧急下午时分文昌消防支队官兵到达现场经过现场观察了解车上包括司机在内共有人司机已当场死亡另有名儿童名成人受伤被困车中在海口消防支队与文昌消防支队官兵的共同努力下所有受困人员最终被全部解救出来并送往医院进行治疗目前事故发生的具体原因交警部门仍在进一步调查中,交通事故
北京北六环车连撞拥堵公里长达两个多小时昨天中午北六环内环酸枣岭桥西公里处一辆奔驰与一辆斯柯达追尾后失控先后与邻近车道上的两辆货车相撞奔驰司机受轻伤受此事故影响北六环内环方向交通拥堵两个多小时据目击者介绍昨天中午点左右一辆奔驰车在中间车道高速行驶砰的一声与前方一辆斯柯达追尾奔驰车随即失控左右摇摆数下后并入内侧车道又与两辆货车相撞事发后辆车七扭八歪地横在路中央过往车辆急忙避让条车道全被占了根本开不动目击者称事发后辆车司机分别下车其中奔驰司机头部流血但意识清醒随后多名交警陆续赶到将北六环内环方向封锁昨天下午点半北六环的堵车队伍已延至距事发地点约公里的百善桥记者赶到现场时奔驰车刚刚被运离斯柯达停在路旁尾部凹陷变形几名道路养护工人正在清理遗洒的柴油和碎玻璃现场交警表示奔驰车因车速过快导致事发初步确定司机未饮酒责任认定工作仍在进行中昨天下午点多路面清理完毕北六环内环交通逐渐恢复正常,交通事故
浙江高速公路辆车因大雾相撞中新社杭州十二月四日电杨蓥晖徐晓君今日上午八时三十分许受大雾天气影响浙江杭金衢高速公路诸暨段发生一起重大交通事故三十三辆车连环相撞事故造成一人死亡一人重伤六人轻伤一千余辆过往车辆滞留事发后第一时间赶到的高速交警消防官兵和医务人员及时将被因人员救出并送往医院抢救一现场救援人员称高速公路上面近五百余辆汽车排成了长龙准备上高速的几百辆汽车也被迫滞留交通一时瘫痪在事故地点的路面上到处都是撞碎的玻璃碎片和汽车零部件目前相关部门对事故原因正在进一步调查处理中,交通事故
富阳段发生重大交通事故人死亡人重伤年月日中新浙江网月日电记者杨蓥晖月日早上省道富阳市新登镇军堰村附近发生一起两辆机动车相撞的重大交通事故造成人当场死亡人重伤事故发生后杭州市公安局卫生局安监局和富阳市委市政府及公安有关乡镇的负责人迅速赶赴现场组织抢救伤员勘察现场并对下一步的工作作出部署杭州市蔡奇市长指示请富阳市全力组织抢救重伤人员并做好善后工作查明事故原因举一反三防止事故再发生据了解当天早上时分左右富阳人吴某驾驶一辆丰田轿车由富阳方向驶往新登方向途经省道公里米附近轿车翻过道路中央隔离花坛与对向车道相对方向行驶的叶某某驾驶的金龙牌大客车相撞造成驾驶人吴某及车内的名乘客当场死亡另外名乘客受伤其中人为个月大的婴儿轿车损坏严重截至下午发稿时止另名坐在轿车内的乘客经抢救无效死亡该交通事故的发生引起了各级领导和政府部门的高度重视杭州市公安局党委副书记常务副局长郑贤胜在抢救现场指出要本着对人民群众生命安全高度负责的态度不惜一切代价抢救伤员同时竭力做好事故的调查和处理工作有关部门要全力查明事故原因依法客观公正明确界定事故责任同时举一反三吸取事故教训强化交通安全的主体责任从源头上加强交通安全管理富阳市委常委常务副市长汤金华要求富阳市有关部门深入细致地做好善后工作从维护群众利益和维护社会稳定的大局出发明确各自的职责千方百计地抢救伤员调查事故原因严格按照法律法规的规定客观严密认真地对事故进行调查和处理目前公安机关正在对该事故进行周密调查,交通事故
合肥发生一起特大交通事故造成人死亡受伤中安在线月日讯月日下午在省城徽州大道公里牌石处发生一起特大交通事故两辆货车发生相碰导致人当场死亡人受伤其中人伤势较为严重市公安局交警支队三大队滨湖中队接到报警迅速赶到现场紧急展开救援和事故勘察工作合肥市政府市公安局有关领导高度重视分别赶往事故现场并责成有关部门妥善处理善后事宜当日下午时分许驾驶人杜中伟男音驾驶皖号江淮牌轻型厢式货车沿徽州大道由北向南行驶至徽州大道与方二路口南米处时与长丰县造甲乡驾驶人尹卫国驾驶的皖号东风牌重型普通货车由南向北逆向停在西侧路边道路施工车前放置了施工标志发生正面相碰造成人当场死亡另有人受伤其中人伤势较为严重均无生命危险皖号江淮牌轻型厢式货车上死伤其余死伤者为道路施工人员目前合肥市第三人民医院收治名伤者武警医院南区收治名伤者据交警三大队事故处理人员初步判断皖货车驾驶人系超速和疲劳驾驶而引发交通事故目前这起交通事故仍在进一步处理中,交通事故
陕西西汉高速多辆车连环相撞死伤中新社西安十月十日电记者冽玮记者从陕西有关部门获悉刚刚开通不久的西安至汉中高速公路八日发生重大交通事故三十多辆车连环相撞目前共导致四人死亡十六人受伤西汉高速公路单幅中断已超过三十个小时据了解二二年九月开工的西安汉中高速公路穿越秦岭和巴山连接关中平原和汉中平原通往成都平原是国家高速公路北京昆明线路在陕西境内的重要组成部分公路全长两百五十五公里共有桥梁五百四十座隧道一百三十六座于今年九月三十日正式通车十月八日西汉高速汉中到西安方向涝峪段发生多起交通事故造成三十多辆车不同程度相撞并导致四人死亡十六人受伤西汉高速公路汉中到西安方向路段被迫中断有知情者透露由于十月八日系西汉高速公路第一天对大货车放行大批大货车进入高速路一些司机驾车车速过快对路况不熟悉加之由南向北这一路段基本都是下坡路前方发生事故后刹车不及或刹车失灵才导致多起事故发生记者从陕西省高速集团了解到西安到汉中高速公路从八日中午起被迫实行单幅通行大量从汉中前往西安的车辆滞留于汉中龙亭收费站附近路面上持续时间已超过三十小时完,交通事故
新疆塔里木沙漠伴行路发生特大交通事故死伤新华网月日电月日时许塔里木沙漠公路伴行路发生起一起特大路外交通事故一辆小轿车与一辆小客车相撞造成人当场死亡名司机受伤记者从新疆公安厅交警部门了解到发生事故的两辆车均属和田地区日上午一辆车号为新的小轿车行驶到塔里木油田轮南镇至库尔勒市管道检修伴行公路公里处时与一辆车号为新的小客车相撞造成小轿车车内名女性当场死亡两车司机受伤据了解发生事故的路段位于新疆巴音郭楞蒙古自治州境内的轮南镇至库尔勒市之间属封闭道路主要是塔里木油田检修油气管道的伴行公路禁止社会车辆通行事故发生后巴音郭楞蒙古自治州党委人民政府迅速派出由公安安监等部门组成的工作组赶赴现场立即将受伤人员送往医院救治并开展道路疏通死者身份调查和善后处理等工作目前事故原因正在调查中,交通事故
京珠高速郑州往焦作方向辆车连环相撞中新网月日电据中国消防在线消息月日京珠高速郑州往焦作方向公里处发生一起车连撞事故造成余人被困道路一度堵塞近个小时河南焦作武陟消防官兵闻警出动奋战个小时成功解救所有被困人员,交通事故
国道密云段现惨祸客车农用车相撞致人亡年月日京华时报昨天下午点多国道密云县庄头峪村附近路段上一辆开往承德载有多名乘客的依维柯车与一辆拉矿石的农用车相撞事故还殃及一辆捷达轿车事故共造成人死亡人重伤人轻微伤事发后市领导及相关单位负责人赶往现场指挥救援并前往医院探望伤者据了解事发客车涉嫌超载农用车司机已被警方带走讯问,交通事故
四川雅江县发生重大道路交通事故造成死伤中新网雅江月日电刘忠俊记者日晚间从四川甘孜州政府办获悉该州境内的雅江县发生一起重大交通事故已造成人死亡人受伤据雅江县政府报告日时分左右雅江县恶古乡境内一辆农用车车载人发生重大道路交通事故致人死亡其中名小孩人受伤伤者中有人伤势较重接到事故报告后甘孜州委州政府立即启动重大交通事故应急预案迅速成立事故调查处理工作组相关领导率安监公安卫生等工作组赶赴事故现场展开善后及事故调查甘孜州相关领导要求要采取一切措施抢救伤员最大限度减少伤亡迅速开展事故调查处理工作严厉追究事故责任者目前伤者已被送往雅江县医院救治甘孜州代理州长益西达瓦任已率领工作组赶到现场开展善后事故调查等工作事故原因调查组正在进一步调查核实中,交通事故
江西景德镇客车相撞致人死亡余人受伤本报讯记者童福萍摄影报道昨日上午在景德镇昌江区鱼山镇弯头坞附近一辆上饶鄱阳开往浙江衢州的客车与一辆景德镇开往乐平的客车相撞其中景德镇开往乐平的客车拦腰被撞人当场死亡据了解死者均为景德镇客车上的乘客男女两客车司机均身受重伤至少造成人受伤,交通事故
苏州三车追尾造成死伤月日晚时许位于苏州吴江市苏震桃公路与天鹅荡路十字路口发生三车追尾特大交通事故共造成死伤事故发生后公安消防等多部门迅速出动全力实施救援,交通事故
永胜发生特大车祸轿车和摩托车相撞造成死两伤年月日日晚时分永胜县境内的祥云宁蒗公路线二级公路教基田路段发生轿车和摩托车相撞的特大交通事故造成人死亡两人受伤这是记者昨日从丽江市永胜县新闻办了解到的据永胜县交警大队介绍当晚永胜县一信用社职员李某驾驶轿车载着人从期纳公路线开往程海镇方向时分当车行至祥宁线二级路教基田路段时与驶来的程某驾驶的一辆摩托车相撞轿车当场翻下路侧沟中撞上路旁一村民的房屋在此次交通事故中造成两人当场死亡人在送医院抢救无效后死亡而轿车驾驶员和车上一名乘客以及一村民受伤接到报案后民警在最短时间内赶到现场全力组织抢救并将伤者送至程海卫生院救治相关领导率队组成特大事故处理工作领导小组分头组织指挥抢救伤员等工作目前伤者病情稳定死者遗体安葬事宜已妥善解决死者家属情绪稳定事故原因正在进一步调查中,交通事故
涉嫌骑车逃逸的男子今天上午已归案嘉兴在线新闻网年月日本报讯月日晚上点左右市区勤俭东路铁路立交桥桥洞内发生一起两辆电动车相擦事故造成一方女性当事人死亡另一方男性当事人涉嫌骑车逃逸交警在微博上呼吁市民紧急协查后今天上午这名男性当事人已归案据交警一大队副大队长沈惠忠介绍警方是月日晚上点分接到群众报警的称市区勤俭东路铁路立交桥桥洞内有人倒在地上头部正在流血分钟后交警赶到现场只见躺在地上的是一名女子她身边还有一辆倒地的电动车好心群众报警后急救车也同步接到了指令所以交警赶到现场不久急救车也迅速来到现场并将女子送往武警医院抢救两天后因伤势太重而不幸离世这名女子是本地人今年岁她的亲属显然无法接受这突如其来的打击警方翻看了几百个小时的监控视频可疑男子终于被锁定他四五十岁头发很短接近于光头微胖身高米出头事发当天穿着素色格子衬衫黑色五分裤在锁定目标男子后警方发现该男子在事发之前曾骑着电动车行驶在汽车北站旁禾兴北路城北路东升路百墅路洪波路洪兴路勤俭路并在沿线的百花社区超市百墅路天天农展会洪波路戴梦得超市出现但基本上每家超市都只逛了分钟左右没有买东西警方在微博上呼吁市民协查后众网友纷纷转发记者了解到今天上午这名男子已归案,交通事故
弹了弹烟灰丢了一条命开车千万别做小动作本报讯通讯员陈播沈勤本报记者何近日一辆上海牌照的丰田轿车在沪杭高速公路第二车道上正常行驶时突然莫名其妙地斜穿过三四车道重重撞上右边护栏巨大的冲击力将根护栏连根拔起车子损坏严重后排一名乘客因为没有系好安全带头部受伤出血事后在接受高速交警调查时肇事驾驶员回忆开车时手机突然响了我看看前面车子离得很远就接了电话说了几句后就让后排我姐姐听当我转身递手机的时候车头就偏了后来就撞上了,交通事故
黑龙江五常发生特大交通事故人死亡日时许五常市沙河镇北沙河村的名农民上山采完山野菜后搭载一辆农用时锋三轮车回家途中在雪乡公路公里处与对向来车会车时发生侧翻致使人当场死亡人不同程度受伤目前伤者已被送至五常市人民医院其中名伤势较轻的伤者经处置已自行返回家中还有一人伤势严重肩胛骨锁骨颈椎等多处骨折于昨天凌晨时许被送到哈尔滨市第五医院治疗,交通事故
云南客车坠江人失踪本报讯月日下午时分云南昭通巧家县发生一起交通事故一辆从巧家县开往昭通的客车行驶到该县包谷垴乡时翻入牛栏江中截至昨晚时已造成人失踪人受伤其中造成重伤人轻伤人,交通事故
国道线德令哈段发生一起交通事故两车相撞死伤青海新闻网讯月日晚国道德令哈段发生一起交通事故一辆从西宁驶往格尔木的夏利轿车与一辆从德令哈驶向乌兰的夏利轿车迎面相撞两车共有人其中人死亡人当场死亡人经抢救不治身亡人受伤,交通事故
岁少女殒命搅拌车下作者佚名新闻来源北京青年报月日上午时许在八大处公园附近的实兴北街和八大处街交叉口一辆水泥搅拌车将一骑自行车女孩卷进车轮下女孩不幸身亡女孩岁是从浙江老家来京看望在京养蜂的父母的昨天上午时分许在事发现场一辆印有北京恒坤字样的水泥搅拌车车头向东停在十字路口后车轮下一辆自行车已经扭曲变形地上还有几摊血迹警察正在勘查现场一名岁左右的男子坐在地上痛哭不止,交通事故
国道浙江温岭段发生翻车事故致死伤中新浙江网月日电记者陈瑜艳通讯员叶卫兵王文婷月日下午在国道浙江省温岭市小溪岭樟树湾路段又发生了一起重大交通事故一辆过境大货车侧翻在公路上造成了二死二伤在事故现场看到一辆牌号为苏的大货车翻倒樟树湾的转弯处车上所载的电工专用配电柜被撞出车外用于包装配电柜的三夹抛撒一地在公路挡护墙外的山坡上躺着一个男子已经当场死亡而大货车的驾驶室因猛然的撞击严重变形从大货车流出来的柴油机油淌了一地驾驶室里还卡着一个男子事故造成国道小溪岭路段堵车事故发生在时分左右温岭市交警大队接到报警称樟树湾有一辆大货车翻车当场死亡了一人另有人被卡在驾驶室内无法出来等待紧急救援时间就是生命接到报警后市交警大队大溪中队迅速出动警力赶赴现场同时赶到现场救援的还有市消防大队官兵和市东方医院的医护人员在多方救援人员的共同努力下十几分钟后卡在驾驶室内两位受伤较轻的男子被成功救出紧急送往医院救治但是因大货车在翻车时整个驾驶室和车头部分都在撞击中严重变形大货车驾驶员的下身和双腿又被严重变形的车体牢牢的卡住一时无法救出现场的医护人员立即给伤者输液又拿来氧气输氧由于大货车驾驶室的车体钢板较厚加上大货车侧翻在公路挡护墙边消防人员的一些工具一时无法施展必须动用大型的吊车将大货车拉起才能施救分钟后在人们焦急的等待中吊车终于来到了现场这时天空已渐渐暗了下来在吊车的轰鸣声中大货车车头被吊起一截卡在驾驶室里的驾驶员被成功拉出但不幸的是驾驶员因伤势太重而死亡到晚上时左右事故现场基本清理完毕国道小溪岭段恢复了通车,交通事故
香港长青隧道车相撞人亡据新华社香港月日电位于香港新界区的长青隧道通往九龙方向的管道内日上午发生一起车相撞的严重交通事故造成人死亡多人受伤其中人受伤严重事故发生在早上时分左右一辆载客量为人的小巴在长青隧道通往九龙方向的管道内慢线行驶时突然停下尾随的辆车刹车不及向前撞去死亡者是岁的机场巴士司机,交通事故
河南社旗发生交通事故致人死亡逃逸司机已被控制新华网郑州月日电记者李亚楠记者从河南省社旗县委宣传部获悉经进一步核实月日时分在省道线社旗县桥头镇对吴庄村东米处一辆重型半挂货车车牌号豫自西向东与一辆长安之星面包车车牌号豫迎面相撞造成面包车上人女男全部死亡据介绍事故发生后货车司机逃逸目前这名多岁的男性司机已被公安机关控制事故发生后南阳市和社旗县迅速启动了应急预案全力以赴做好抢救和事故处置工作市县主要领导组织卫生消防安监公安交通民政等部门迅速赶赴现场指导抢救处置工作目前各项善后工作正在紧张进行事故原因正在调查中,交通事故
河南南阳风景区内卡车失控撞死人本报讯记者涂重航月日下午河南南阳独山景区内一辆卡车失控沿景区道路冲下山撞破大门后冲进人群据警方提供的数字当天死亡人另有多人受伤据当地居民透露日下午时分许一辆解放牌卡车从南阳独山森林公园内朝山下行驶在靠近大门的数百米道路上卡车刹车突然失灵车内两名司机头伸出窗外大喊让开快让开据称当时在景区内的百姓纷纷避让卡车沿着下山的道路向下冲车速越来越快卡车在景区内剐上一辆轿车后撞破景区的自动大门冲进大门外的人群当场撞倒多人撞坏辆轿车,交通事故
轿车蛇行撞房死伤司机疑为酒后驾车前晚时分许通州西集镇郎府卫生院西侧路口一辆轿车冲下路基撞倒多名路人撞穿一间民房外墙后停下事故致一名岁男童当场死亡一名岁少年送医后不治身亡另有人受伤附近居民称肇事车当时左右摇摆如蛇行司机被救出时浑身酒气当晚警方对肇事司机进行了血液取样目前在进一步调查中,交通事故
杭州一槽罐车压扁小轿车小车司机当场丧生本报讯昨天中午点左右杭州市文一西路荆大线口一声巨响传来正在附近开店的王师傅一看一辆槽罐车把一辆黑色的本田小轿车压在身下了随后交警及施救车辆赶到现场当大家把小轿车从大车底下拖出来时整辆车已经变形了车内的驾驶员当场死亡,交通事故
合宁高速三车相撞死伤新华网合肥月日电记者程士华记者从安徽省合肥市交警部门获悉月日凌晨合宁高速公里处发生一起三辆车连环相撞的特大交通事故造成人死亡人受伤目前事故现场已清理完毕交通恢复畅通据高速交警支队二大队介绍日凌晨两辆货车一前一后停靠在紧急停车道上后面的一辆货车准备更换车轮胎一辆油罐车行至事发地点处猛烈地撞上了正在更换车胎的货车前面的一辆货车也受到了强大的冲击撞上了高速公路的隔离栏三车连环相撞导致当场有人死亡人在送往医院的途中死亡另有人受伤目前名伤者伤势稳定事故现场已清理完毕交通恢复畅通事故原因正在进一步调查中,交通事故
北京城管执法车撞伤岁骑车中学生拖行余米晨报热线新闻记者邹近日一位父亲在网上发帖寻找目击者试图还原儿子被撞现场其父称多天前一辆通州城管执法车撞伤了骑自行车的岁男孩并拖行余米昨日通州城管确认出事车辆系城管执法车但对于拖行说法及事故经过未予回应近日八通网百姓热线被撞男孩父亲发帖描述事发经过据他称月日早上点分左右岁的儿子骑自行车到玉桥中学上学行至通州区梨园北街光明小区门口时被一辆车牌号为京的通州城管执法车白色现代索纳塔撞伤儿子被拖行了余米幸亏路人和玉桥中学的老师相救及时送到潞河医院抢救目前孩子已经脱离危险昨日被撞男孩父亲称事发后城管部门垫付了医药费目前通州交管部门正在对事故责任进行认定尚没有结论发帖是为了寻找目击者了解事发经过男孩父亲称因对事发经过模糊希望以此方法征集目击者昨日通州城管确认出事车辆系城管执法车但对于事发经过及拖行的说法未正面回答,交通事故
昆明立交桥车相撞致死伤年月日昨天晚上点分左右在小屯立交桥上由东向西方向公里处发生一起特大车祸一辆装满窑泥车牌号为云的大货车与一辆微型车一辆吉利车相撞后起火燃烧造成辆车的乘客死伤据交警四大队值勤民警介绍此次交通事故是二环北路建成以来发生的最大一起车祸目前车祸中的名幸存者正在昆医院附二院接受治疗车祸原因正在调查中,交通事故
宁夏两客车相撞人死新华社发当日中午时分在国道宁夏盐池县惠安堡段两辆大客车发生迎面相撞事故事故造成两车至少人死亡人受伤目前事故原因还在调查之中事故发生后宁夏自治区副主席齐同生已经带领有关部门的负责同志赶赴现场指挥救治伤员处理善后事宜,交通事故
渝邻高速重庆段两车相撞致人死亡中新社重庆四月十二日电郭晋嘉蒋旭记者今日在重庆市消防总队证实四月十一日晚渝邻高速重庆段一辆小轿车与货车相撞小轿车起火燃烧致四人死亡据出事货车驾驶员介绍当日晚上二十一时零四分他驾驶车牌号为渝二三九四七的大货车从四川邻水驶往重庆方向当车行至到重庆大湾收费站两公里处时一辆车牌号为渝八一七七的福克斯小轿车从后面飞驰撞上货车尾部当他把车停到路边准备下车救人时只听轰的一声小轿车前部顿时燃烧起来据悉此次事故共造成小轿车上三名男乘客和一名女乘客死亡目前事故原因还在进一步调查中,交通事故
浙江甬台温高速货车追尾起大火致人死亡中新网温州月日电江耘徐行号郑国前今日凌晨点浙江甬台温高速公路温州段发生一起重大交通事故一辆半挂车与另一辆抛锚货车发生追尾并引发大火造成人死亡人轻伤辆挂车报废同时还烧毁了余吨布料,交通事故
巴基斯坦酒店发生爆炸袭击已致人死亡年月日新华网北京月日电综合新华社驻外记者报道巴基斯坦西北边境省首府白沙瓦的一家五星级酒店当地时间日晚发生一起爆炸袭击事件目前死亡人数已升至人另有约人受伤由于包括联合国工作人员在内的不少外籍人士当时身处酒店内袭击造成多名外籍人士伤亡据中国驻巴基斯坦大使馆说没有中国人在爆炸事件中伤亡联合国在巴基斯坦首都伊斯兰堡的一个新闻中心日发表声明证实一名联合国难民事务高级专员和一名联合国儿童基金会的官员在爆炸中身亡另有名联合国工作人员受伤联合国驻巴基斯坦新闻官伊什拉特里兹维在接受记者电话采访时说联合国在白沙瓦的机构日都已关门目前首要任务是保障工作人员的安全他说联合国机构在西北边境省的工作是帮助那些流离失所的人们将来工作还会继续巴安全部队官员说几名武装人员日晚驾驶一辆载有炸药的卡车驶向当地的珍珠大陆酒店尽管酒店外围有武装保安把守但武装人员一边开枪一边突破保安拦截并在卡车冲到酒店大厅门口时引爆车上炸药据目击者说卡车内当时有名武装人员爆炸炸坏了酒店大堂和一楼酒店外多辆汽车被炸毁其中有挂着联合国牌照的车辆警方随后赶到爆炸现场并封锁了酒店周边地区救援人员说伤者中有外国人当地电视台播放的画面显示爆炸现场一片混乱一些伤者被救援人员用担架抬出酒店大楼受到了严重损毁当地警方估计武装人员在袭击中使用了大约公斤炸药爆炸产生的破坏力相当大除珍珠大陆酒店外附近省议会和白沙瓦高等法院大楼的玻璃被震碎袭击发生后巴基斯坦总统扎尔达里和吉拉尼发表声明对这起事件表示强烈谴责并要求当地有关部门尽全力救治受伤人员联合国秘书长潘基文日发表声明强烈谴责当天发生的这起爆炸袭击事件潘基文在声明中说他为爆炸袭击事件造成大量人员伤亡感到悲伤目前还没有任何组织或个人声称对这起袭击事件负责,恐怖袭击
